gt,pred,rouge1,rouge2,rougeL,bleu,meteor,wer
what planet is this on which i have come down asked the little prince,extraordinary i to said your no goodbye in so i said all i is,0.14285714285714285,0.0,0.07142857142857142,9.418382295637229e-232,0.07142857142857142,1.0
this is the earth this is africa the snake answered,extraordinary i to said your no goodbye in so i,0.0,0.0,0.0,1.0244914152188952e-231,0.0,1.0
ah,extraordinary,0.0,0.0,0.0,0.0,0.0,1.0
then there are no people on the earth this is the desert,extraordinary i to said your no goodbye in so i said all,0.08333333333333333,0.0,0.08333333333333333,9.788429383461836e-232,0.08333333333333333,1.0
there are no people in the desert,extraordinary i to said your no goodbye,0.14285714285714285,0.0,0.14285714285714285,1.1200407237786664e-231,0.07142857142857142,1.0
the earth is large said the snake,extraordinary i to said your no goodbye,0.14285714285714285,0.0,0.14285714285714285,1.1200407237786664e-231,0.07142857142857142,1.0
the little prince sat down on a stone and raised his eyes toward the sky,extraordinary i to said your no goodbye in so i said all i is now,0.0,0.0,0.0,9.257324954728539e-232,0.0,1.0
i wonder he said whether the stars are set alight in heaven so that one day each one of us may find his own again look at my planet,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns,0.1724137931034483,0.0,0.13793103448275862,7.850707993042515e-232,0.13793103448275862,0.9655172413793104
it is right there above us,extraordinary i to said your no,0.0,0.0,0.0,1.1640469867513693e-231,0.0,1.0
but how far away it is it is beautiful the snake said,extraordinary i to said your no goodbye in so i said all,0.08333333333333333,0.0,0.08333333333333333,9.788429383461836e-232,0.041666666666666664,1.0
what has brought you here i have been having some trouble with a flower said the little prince,extraordinary i to said your no goodbye in so i said all i is now which said man,0.1111111111111111,0.0,0.1111111111111111,8.844844403089352e-232,0.05555555555555555,1.0
ah said the snake,extraordinary i to said,0.25,0.0,0.25,1.2882297539194154e-231,0.125,1.0
and they were both silent,extraordinary i to said your,0.0,0.0,0.0,1.2183324802375697e-231,0.0,1.0
where are the men the little prince at last took up the conversation again,extraordinary i to said your no goodbye in so i said all i is,0.0,0.0,0.0,9.418382295637229e-232,0.0,1.0
it is a little lonely in the desert it is also lonely among men the snake said,extraordinary i to said your no goodbye in so i said all i is now which said,0.17647058823529413,0.0,0.17647058823529413,8.972141065609098e-232,0.08823529411764706,0.9411764705882353
the little prince gazed at him for a long time,extraordinary i to said your no goodbye in so i,0.0,0.0,0.0,1.0244914152188952e-231,0.0,1.0
you are a funny animal he said at last,extraordinary i to said your no goodbye in so,0.1111111111111111,0.0,0.1111111111111111,1.0518351895246305e-231,0.05555555555555555,1.0
you are no thicker than a finger but i am more powerful than the finger of a king said the snake,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place,0.14285714285714285,0.0,0.14285714285714285,8.510469113101058e-232,0.07142857142857142,1.0
the little prince smiled,extraordinary i to said,0.0,0.0,0.0,1.2882297539194154e-231,0.0,1.0
you are not very powerful,extraordinary i to said your,0.0,0.0,0.0,0.0,0.0,1.0
you havent even any feet,extraordinary i to said your,0.0,0.0,0.0,0.0,0.0,1.0
you cannot even travel i can carry you farther than any ship could take you said the snake,extraordinary i to said your no goodbye in so i said all i is now which said man,0.1111111111111111,0.0,0.1111111111111111,8.844844403089352e-232,0.05555555555555555,1.0
he twined himself around the little princes ankle like a golden bracelet,extraordinary i to said your no goodbye in so i said all,0.0,0.0,0.0,9.788429383461836e-232,0.0,1.0
whomever i touch i send back to the earth from whence he came the snake spoke again,extraordinary i to said your no goodbye in so i said all i is now which said,0.17647058823529413,0.0,0.11764705882352941,8.972141065609098e-232,0.08823529411764706,0.9411764705882353
but you are innocent and true and you come from a star the little prince made no reply,extraordinary i to said your no goodbye in so i said all i is now which said man,0.05555555555555555,0.0,0.05555555555555555,8.844844403089352e-232,0.027777777777777776,1.0
you move me to pity you are so weak on this earth made of granite the snake said,extraordinary i to said your no goodbye in so i said all i is now which said man,0.16666666666666666,0.0,0.16666666666666666,8.844844403089352e-232,0.08333333333333333,0.9444444444444444
i can help you some day if you grow too homesick for your own planet,extraordinary i to said your no goodbye in so i said all i is now,0.13333333333333333,0.0,0.13333333333333333,9.257324954728539e-232,0.06666666666666667,1.0
i can oh,extraordinary i to,0.3333333333333333,0.0,0.3333333333333333,1.384292958842266e-231,0.16666666666666666,1.0
i understand you very well said the little prince,extraordinary i to said your no goodbye in so,0.2222222222222222,0.0,0.2222222222222222,9.412234823955334e-232,0.1111111111111111,1.0
but why do you always speak in riddles i solve them all said the snake,extraordinary i to said your no goodbye in so i said all i is now,0.26666666666666666,0.0,0.20000000000000004,9.257324954728539e-232,0.13333333333333333,0.8666666666666667
and they were both silent,extraordinary i to said your,0.0,0.0,0.0,1.2183324802375697e-231,0.0,1.0
the little prince crossed the desert and met with only one flower,extraordinary i to said your no goodbye in so i said all,0.0,0.0,0.0,9.788429383461836e-232,0.041666666666666664,1.0
it was a flower with three petals a flower of no account at all,extraordinary i to said your no goodbye in so i said all i is,0.14285714285714285,0.0,0.14285714285714285,9.418382295637229e-232,0.07142857142857142,1.0
good morning said the little prince,extraordinary i to said your no,0.16666666666666666,0.0,0.16666666666666666,1.1640469867513693e-231,0.08333333333333333,1.0
good morning said the flower,extraordinary i to said your,0.20000000000000004,0.0,0.20000000000000004,1.2183324802375697e-231,0.10000000000000002,1.0
where are the men the little prince asked politely,extraordinary i to said your no goodbye in so,0.0,0.0,0.0,1.0518351895246305e-231,0.0,1.0
the flower had once seen a caravan passing,extraordinary i to said your no goodbye in,0.0,0.0,0.0,1.0832677820940877e-231,0.0,1.0
men she echoed,extraordinary i to,0.0,0.0,0.0,0.0,0.0,1.0
i think there are six or seven of them in existence,extraordinary i to said your no goodbye in so i said,0.18181818181818182,0.0,0.18181818181818182,1.0003688322288243e-231,0.09090909090909091,1.0
i saw them several years ago,extraordinary i to said your no,0.16666666666666666,0.0,0.16666666666666666,1.1640469867513693e-231,0.08333333333333333,1.0
but one never knows where to find them,extraordinary i to said your no goodbye in,0.125,0.0,0.125,1.0832677820940877e-231,0.125,1.0
the wind blows them away,extraordinary i to said your,0.0,0.0,0.0,1.2183324802375697e-231,0.0,1.0
they have no roots and that makes their life very difficult goodbye said the little prince,extraordinary i to said your no goodbye in so i said all i is now which,0.1875,0.0,0.1875,1.0832677820940877e-231,0.09375,1.0
goodbye said the flower,extraordinary i to said,0.25,0.0,0.25,1.2882297539194154e-231,0.125,1.0
after that the little prince climbed a high mountain,extraordinary i to said your no goodbye in so,0.0,0.0,0.0,1.0518351895246305e-231,0.0,1.0
the only mountains he had ever known were the three volcanoes which came up to his knees,extraordinary i to said your no goodbye in so i said all i is now which said,0.11764705882352941,0.0,0.058823529411764705,8.972141065609098e-232,0.058823529411764705,1.0
and he used the extinct volcano as a footstool,extraordinary i to said your no goodbye in so,0.0,0.0,0.0,1.0518351895246305e-231,0.0,1.0
from a mountain as high as this one he said to himself i shall be able to see the whole planet at one glance and all the people but he saw nothing save peaks of rock that were sharpened like needles,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out own you millions stars way,0.14634146341463414,0.0,0.0975609756097561,7.199666163340923e-232,0.10975609756097561,0.975609756097561
good morning he said courteously,extraordinary i to said your,0.20000000000000004,0.0,0.20000000000000004,1.2183324802375697e-231,0.10000000000000002,0.8
good morninggood morninggood morning answered the echo,extraordinary i to said your no goodbye,0.0,0.0,0.0,1.1200407237786664e-231,0.0,1.0
who are you said the little prince,extraordinary i to said your no goodbye,0.14285714285714285,0.0,0.14285714285714285,1.1200407237786664e-231,0.07142857142857142,0.8571428571428571
who are youwho are youwho are you answered the echo,extraordinary i to said your no goodbye in so i,0.0,0.0,0.0,0.0,0.0,1.0
be my friends,extraordinary i to,0.0,0.0,0.0,1.384292958842266e-231,0.0,1.0
